AÑO_INICIO,NOMBRE,LAT,LNG,DESCRIPCION,ENTORNO,MONTO_CONTRATO,ETAPA,TIPO,COMUNA,JURISDICCION,MANO_OBRA,PORCENTAJE_AVANCE,ID,ETAPA_DETALLE,AREA_RESPONSABLE,BARRIO,CALLE_1,SECCION,MANZANA,PARCELA,DIRECCION,FECHA_INICIO,FECHA_FIN,PLAZO_MESES,IMAGEN_1,IMAGEN_2,IMAGEN_3,IMAGEN_4,LICITACION_OFERTA_EMPRESA,LICITACION_ANIO,BENEFICIARIOS,COMPROMISO,LINK_INTERNO,PLIEGO_DESCARGA,
2019,Obra 119 Bº SANTA MARIA - SECTOR 4 - CONJUNTO 4 - 106 VIV. - DPTO. CHIMBAS - ADICIONAL CALLES Y REJAS,-29.714424644087884178961714027,-68.682829293303782697157534297,,VIVIENDA/HABITAT,1971534.51,Finalizada,OBRAS D EINFRAESTRUCTURA Y COMPLEMENTARIAS,,Chimbas,,100,3092,70.Finalizado,Instituto Provincial de la Vivienda,,,,,,,06/03/2019,31/03/2019,1,,,,,SIGMA  S.A,2017,,,,,
2019,Obra 233 Portal de Acceso Sector Espigón Embarcadero Embalse Quebrada de Ullum,-30.329718939152559406737017918,-68.657249102643296358454183989,,ARQUITECTURA,1700768.07,Finalizada,EDIFICIOS PUBLICOS,,Ullum,,100,3291,70.Finalizado,Dirección de Recursos Energéticos,,,,,,,13/12/2019,12/01/2020,1,,,,,CARRERA. MARIO LEONARDO,2019,,,,,
2019,Obra 125 Bº SANTA MARIA - SECTOR 6 - CONJUNTO 6 - 118 VIV. - DPTO. CHIMBAS - ADICIONAL REJAS,-30.588239346920144183355368856,-69.359637633382225961253568774,,VIVIENDA/HABITAT,1639779.98,Finalizada,VIVIENDA NUEVA,,Chimbas,,100,3108,70.Finalizado,Instituto Provincial de la Vivienda,,,,,,,01/02/2019,03/03/2019,1,,,,,MAPAL  S.A.C.I.A.,1899,,,,,
2019,Obra 183 ALTERACION AL CONTRATO N°1-  CIERRE PUBLICO Y STAND - PREDIO FERIAL - DEPARTAMENTO CHIMBAS ,-31.899531799500144156836768297,-69.248272054761555341771851641,,ARQUITECTURA,1616462.31,Finalizada,INRAESTRUCTURA RECREATIVA Y CULTURAL,,Chimbas,,100,3216,70.Finalizado,Dirección de Arquitectura,,,,,,,04/05/2019,01/09/2019,4,,,,,PM CONSTRUCCIONES  S.R.L.,1919,,,,,
2019,Obra 123 Bº STA. MARIA SECTOR 1 102 VIV. -CAMBIO PAQUETE ESTRUCTURAL DE CALLES-CHIMBAS,-31.048449263244112702875405564,-67.890765533223550131308844712,,VIVIENDA/HABITAT,1568670.25,Finalizada,OBRAS D EINFRAESTRUCTURA Y COMPLEMENTARIAS,,Chimbas,,100,3106,70.Finalizado,Instituto Provincial de la Vivienda,,,,,,,25/02/2019,26/05/2019,3,,,,,DAZ CONSTRUCCIONES  S.R.L.,2016,,,,,
2019,Obra 138 B° OLIVARES DEL SUR - 91 VIV. - DPTO. POCITO - ADICIONAL RED DE GAS,-31.87697302952686922171632344,-68.812795091603732008250760506,,VIVIENDA/HABITAT,1547601.56,En ejecución,OBRAS D EINFRAESTRUCTURA Y COMPLEMENTARIAS,,Villa Aberastain,,84.39,3127,40.En Ejecución,Instituto Provincial de la Vivienda,,,,,,,01/05/2019,29/08/2019,4,,,,,SIGMA  S.A,2017,,,,,
2019,Obra 186 Construcción de Cierre Perimetral de Oficinas de la Direccion de Recursos Energéticos y Construcción de Barandas zona Aliviadero - Dique Caracoles,-31.383341724821652689877136913,-67.911958790746471926836698447,,ARQUITECTURA,1540557.04,Finalizada,EDIFICIOS PUBLICOS,,San Juan,,100,3224,70.Finalizado,Dirección de Recursos Energéticos,,,,,,,24/06/2019,23/08/2019,2,,,,,BASTANTE. FERNANDO DIEGO,2019,,,,,
2019,Obra 239 REFACCIONES VARIAS SOCIEDAD FRANKLIN BIBLIOTECA POPULAR- ALTERACION Nº 1,-31.162524450805668366280537397,-69.55647101291775152903947704,,ARQUITECTURA,1501522.46,Finalizada,INRAESTRUCTURA RECREATIVA Y CULTURAL,,CAPITAL,,100,3296,70.Finalizado,Dirección de Arquitectura,,,,,,,18/06/2019,25/12/2019,6,,,,,OBRASCOM  S.R.L.,2019,,,,,
2019,Obra 204 CONJUNTO 5 - Bº SANTA MARIA - SECTOR 5 - 124 VIV. - ADICIONAL REJAS,-30.849615374785288801833730314,-67.855210832175133313640107242,,VIVIENDA/HABITAT,1432535.92,Finalizada,VIVIENDA NUEVA,,Chimbas,,100,3125,70.Finalizado,Instituto Provincial de la Vivienda,,,,,,,01/07/2019,27/08/2019,2,,,,,CICON  S.R.L.,2017,,,,,
2019,Obra 223 Reemplazo de Luminarias en oficinas DRE. tunel desc. de fodo y aliviadero - Dique Caracoles,-29.877128235120958931882466614,-68.346453402330084879094048768,,ENERGIA,1417301.41,Finalizada,DISTRIBUCION ELECTRICA,,Ullum,,100,3260,70.Finalizado,Dirección de Recursos Energéticos,,,,,,,04/11/2019,03/01/2020,2,,,,,BASTANTE. FERNANDO DIEGO,2019,,,,,
2019,Obra 98 ADICIONAL OBRA B° OLIVARES DEL SUR - 91 VIV. - DPTO. POCITO,-30.126430608580379527406926188,-68.820902365956856945909310693,,VIVIENDA/HABITAT,1386368.81,Finalizada,OBRAS D EINFRAESTRUCTURA Y COMPLEMENTARIAS,,Quinto Cuartel,,100,3079,70.Finalizado,Instituto Provincial de la Vivienda,,,,,,,04/02/2019,06/03/2019,1,,,,,SIGMA  S.A,2017,,,,,
2019,Obra 116 Bº RIVADAVIA - CONJUNTO 2 - 36 VIV. - ADICIONAL CLOACAS,-30.527536212575663091694808925,-68.345486808348668438805653893,,VIVIENDA/HABITAT,1298184.57,Finalizada,OBRAS D EINFRAESTRUCTURA Y COMPLEMENTARIAS,,Rivadavia,,100,3105,70.Finalizado,Instituto Provincial de la Vivienda,,,,,,,07/02/2019,24/03/2019,2,,,,,FOJO. DARIO MANUEL,1899,,,,,
2019,Obra 144 CONJUNTO 3 - Bº SANTA MARIA - SECTOR 3 - 107 VIV. - ADICIONAL REJAS,-30.180500305152298072415816528,-67.852565034842237851840385043,,VIVIENDA/HABITAT,1252775.24,Finalizada,VIVIENDA NUEVA,,Chimbas,,100,3122,70.Finalizado,Instituto Provincial de la Vivienda,,,,,,,06/03/2019,26/03/2019,1,,,,,SENDA  S.R.L.,2017,,,,,
2019,Obra 205 LIMPIEZA Y RETIRO DE MATERIAL DE ARRASTRE DE LA PLAYA DE MANIOBRAS DEL C. DE OPERACIONES D. DE ULLUM,-31.428626347985338226765719769,-69.533175064641250632874557134,,ARQUITECTURA,1115109.5,Finalizada,EDIFICIOS PUBLICOS,,Ullum,,100,3241,70.Finalizado,Dirección de Recursos Energéticos,,,,,,,30/08/2019,14/10/2019,2,,,,,OKOY  S.R.L.,2019,,,,,
2019,Obra 124 Bº SANTA MARIA - SECTOR 6 - CONJUNTO 6 - 118 VIV. - DPTO. CHIMBAS - ADICIONAL CALLES,-31.351286871763884560617423381,-68.785578196897770239470019686,,VIVIENDA/HABITAT,958286.18,Finalizada,OBRAS D EINFRAESTRUCTURA Y COMPLEMENTARIAS,,Chimbas,,100,3107,70.Finalizado,Instituto Provincial de la Vivienda,,,,,,,01/02/2019,03/03/2019,1,,,,,MAPAL  S.A.C.I.A.,2017,,,,,
2019,Obra 158 Bº LA QUEBRADA - 132 VIV. - DPTO. RAWSON - REPARACION DE 1 (UNA) VIVIENDA,-30.956396946127005219887859544,-69.251638243735328206638607005,,VIVIENDA/HABITAT,946849.02,Finalizada,MEJORAMIENTO DE VIVIENDAS,,Rawson,,100,3126,70.Finalizado,Instituto Provincial de la Vivienda,,,,,,,11/06/2019,31/07/2019,2,,,,,ASFA  S.R.L.,2019,,,,,
2019,Obra 185 CONJUNTO 5 - Bº SANTA MARIA - SECTOR 5 - 124 VIV. DPTO. CHIMBAS - ADICIONAL CALLES,-30.776429599240108559648483517,-69.2254707554519501254773661,,VIVIENDA/HABITAT,946787,Finalizada,OBRAS D EINFRAESTRUCTURA Y COMPLEMENTARIAS,,Chimbas,,100,3136,70.Finalizado,Instituto Provincial de la Vivienda,,,,,,,10/06/2019,30/07/2019,2,,,,,CICON  S.R.L.,2017,,,,,
2019,Obra 95 REPARACION DE VIVIENDAS EN B° CAUCETE CONJUNTO 5 Y CONJUNTO 6,-30.909858861745888525601739153,-68.169197756021995538070540944,,VIVIENDA/HABITAT,927299.22,Finalizada,MEJORAMIENTO DE VIVIENDAS,,Caucete,,100,2929,70.Finalizado,Instituto Provincial de la Vivienda,,,,,,,15/01/2019,24/02/2019,1,,,,,CONSTRUCCIONES SCOP  S.A,2017,,,,,
2019,Obra 182 REMEDIACION DESAGUES Y TRATAMIENTO DE LIQUIDOS CLOCALES DEL CENTRO DE OPERACIONES Y MANTENIMIENTO DEL DIQUE EMBALSE QUEBRADA DE ULLUM,-30.77272681426599998811226915,-68.299095514036125295167168273,,SANEAMIENTO,871378.33,Finalizada,OBRAS MIXTAS DE DEAGÜES CLOACALES . AGUA POTABLE Y/O PLUVIALES,,Ullum,,100,3215,70.Finalizado,Dirección de Recursos Energéticos,,,,,,,05/08/2019,04/10/2019,2,,,,,CARRERA. MARIO LEONARDO,2019,,,,,
2019,Obra 195 B° VIRGEN DEL SOCORRO - 120 VIV. - DPTO. ALBARDÓN- ECONOMÍAS Y DEMASÍAS DE OBRA,-30.191805697870807708703512286,-68.466874287389918425660333075,,VIVIENDA/HABITAT,804761.26,En ejecución,VIVIENDA NUEVA,,Albardon,,55.16,3061,40.En Ejecución,Instituto Provincial de la Vivienda,,,,,,,02/09/2019,09/03/2020,6,,,,,ING. JULIO NACUSI CONSTRUCCIONES  S.R.L.,2019,,,,,
2019,Obra 105 CONJUNTO 7 - B° PEDREGAL - SECTOR 1 - 40 VIV - DPTO. CHIMBAS - ADICIONAL 1 VIVIENDA,-30.603139910719540035884823105,-68.904265206414143441704816835,,VIVIENDA/HABITAT,783414.4,Finalizada,MEJORAMIENTO DE VIVIENDAS,,Chimbas,,100,3070,70.Finalizado,Instituto Provincial de la Vivienda,,,,,,,01/09/2019,01/10/2019,1,,,,,SENCO  S.R.L.,2018,,,,,
2019,Obra 202 Ampliación Red de Media Presión - V° Media Agua,-31.870877595642679044843801157,-68.385884350751984305448530192,,ENERGIA,760796.1,Finalizada,DISTRIBUCION DE GAS,,Media Agua,,100,3238,70.Finalizado,Dirección Provincial de Redes de Gas,,,,,,,02/09/2019,01/11/2019,2,,,,,NOTAR  S.R.L.,2019,,,,,
2019,Obra 117 Bº RIVADAVIA - CONJUNTO 4 - 38 VIV. - ADICIONAL CLOACAS,-30.945941054671586682960143855,-68.16914477221612872967430596,,VIVIENDA/HABITAT,748392.18,Finalizada,OBRAS D EINFRAESTRUCTURA Y COMPLEMENTARIAS,,La Bebida,,100,3098,70.Finalizado,Instituto Provincial de la Vivienda,,,,,,,07/02/2019,24/03/2019,2,,,,,SUYAI  S.R.L.,1899,,,,,
2019,Obra 115 Bº RIVADAVIA - CONJUNTO 3 - 37 VIV. - ADICIONAL CLOACAS,-31.311736011806009580787331409,-68.707403386324600515799554546,,VIVIENDA/HABITAT,640158.51,Finalizada,OBRAS D EINFRAESTRUCTURA Y COMPLEMENTARIAS,,Rivadavia,,100,3110,70.Finalizado,Instituto Provincial de la Vivienda,,,,,,,07/02/2019,24/03/2019,2,,,,,FOJO. DARIO MANUEL,1899,,,,,
2019,Obra 111 Bº RIVADAVIA - CONJUNTO 1 - 38 VIV. - ADICIONAL DE CLOACAS,-31.488465304349554131507776572,-67.811165385185993897968378815,,VIVIENDA/HABITAT,603629.05,Finalizada,VIVIENDA NUEVA,,Rivadavia,,100,3086,70.Finalizado,Instituto Provincial de la Vivienda,,,,,,,12/02/2019,29/03/2019,2,,,,,MARIO FORONI CONSTRUCCIONES  S.R.L.,2019,,,,,
2019,Obra 232 B° CRUCE DE LOS ANDES - SECTOR 1 - 200 VIV. - DPTO. POCITO - ADICIONAL CONEXIÓN DOMICILIARIA Y TRAMITACIÓN FINAL DE GAS,-30.8753114285226642513055799,-68.952935048748038320286374118,,VIVIENDA/HABITAT,530166,Finalizada,MEJORAMIENTO DE VIVIENDAS,,Pocito,,100,3144,70.Finalizado,Instituto Provincial de la Vivienda,,,,,,,07/11/2019,29/11/2019,1,,,,,SUCESION DE GIULIANI. DIAMANTE,2016,,,,,
2019,Obra 145 CONJUNTO 3 - Bº SANTA MARIA - SECTOR 3 - 107 VIV. - ADICIONAL INSPECCION FINAL DE GAS,-31.765811702755659066228603511,-68.143746734423234022378185609,,VIVIENDA/HABITAT,478923.44,Finalizada,OBRAS D EINFRAESTRUCTURA Y COMPLEMENTARIAS,,Chimbas,,100,3134,70.Finalizado,Instituto Provincial de la Vivienda,,,,,,,02/05/2019,01/06/2019,1,,,,,SENDA  S.R.L.,2017,,,,,
2019,Obra 210 B° CRUCE DE LOS ANDES - SECTOR 2 - 183 VIV. - DPTO. POCITO - ADICIONAL CONEXIÓN DOMICILIARIA Y TRAMITACIÓN FINAL DE GAS,-29.895361912605757458358830959,-69.296187950267651765733880612,,VIVIENDA/HABITAT,463396.26,Finalizada,OBRAS D EINFRAESTRUCTURA Y COMPLEMENTARIAS,,Pocito,,100,3255,70.Finalizado,Instituto Provincial de la Vivienda,,,,,,,25/10/2019,24/11/2019,1,,,,,GALVARINI & ASOCIADOS CONSTRUCCIONES  S.A,2016,,,,,
2019,Obra 131 BºJARDIN POLICIAL JACHAL- ADICIONAL CLOACAS -CONEXIONES DOMICILIARIAS,-30.724569881866785789021749842,-69.482738971316804780478098647,,VIVIENDA/HABITAT,461658.63,Finalizada,OBRAS D EINFRAESTRUCTURA Y COMPLEMENTARIAS,,San José de Jáchal,,100,3111,70.Finalizado,Instituto Provincial de la Vivienda,,,,,,,03/04/2019,03/05/2019,1,,,,,PM CONSTRUCCIONES SRL Y OBRASCOM SRL  U.T.E.,2016,,,,,
2019,Obra 139 B° SANTA MARIA - SECTOR 1 - 102 VIV - ADICIONAL CONEXION DOMICILIARIA DE GAS,-31.524015732575156056907845155,-69.558957684200880938968065142,,VIVIENDA/HABITAT,431188.68,Finalizada,VIVIENDA NUEVA,,Chimbas,,100,3115,70.Finalizado,Instituto Provincial de la Vivienda,,,,,,,06/05/2019,26/05/2019,1,,,,,DAZ CONSTRUCCIONES  S.R.L.,2016,,,,,
2019,Obra 171 B° SANTA MARÍA - SECTOR 2 - 101 VIV. - ADICIONAL TRÁMITE INSPECCIÓN FINAL DE GAS,-31.581038904340113020217850593,-68.272354437372600645210187705,,VIVIENDA/HABITAT,399965.05,Finalizada,VIVIENDA NUEVA,,Chimbas,,100,3159,70.Finalizado,Instituto Provincial de la Vivienda,,,,,,,01/08/2019,31/08/2019,1,,,,,VALDIVIESO Y DEBANDI  S.R.L.,2017,,,,,
2019,Obra 137 CONJUNTO 2 - Bº SANTA MARIA - SECTOR 2 - 101 VIV. - ADICIONAL REJAS,-30.566910262953432785612888311,-69.233563910959053161431947277,,VIVIENDA/HABITAT,380452.28,Finalizada,VIVIENDA NUEVA,,Chimbas,,100,3120,70.Finalizado,Instituto Provincial de la Vivienda,,,,,,,20/03/2019,19/04/2019,1,,,,,VALDIVIESO Y DEBANDI  S.R.L.,2017,,,,,
2019,Obra 222 B° SARMIENTO - CONJUNTO 6 - 30 VIV. - DPTO. SARMIENTO - ADICIONAL ENRIPIADO DE CALLES,-29.999578752944352572237361408,-69.195007987308810043376832142,,VIVIENDA/HABITAT,379627.23,Finalizada,OBRAS D EINFRAESTRUCTURA Y COMPLEMENTARIAS,,Sarmiento,,100,3256,70.Finalizado,Instituto Provincial de la Vivienda,,,,,,,01/11/2019,29/11/2019,1,,,,,VALDIVIESO Y DEBANDI  S.R.L.,2018,,,,,
2019,Obra 175 Traslado de una sub estación transformadora de 33 kv desde ex obrador hasta el predio de oficinas del dique punta negra,-31.178466147027754979375543434,-69.053934613683011120899431678,,ENERGIA,339269.58,Finalizada,DISTRIBUCION ELECTRICA,,Zonda,,100,3195,70.Finalizado,Dirección de Recursos Energéticos,,,,,,,11/07/2019,14/07/2019,0,,,,,SERGIO CHICONI  S.R.L.,1899,,,,,
2019,Obra 161 B° RIVADAVIA CONJUNTO 5 AMPLIACION - 125 VIV - ADICIONAL CONEXIONES DOMICILIARIAS DE GAS,-30.056133739392517899529895414,-68.968575762371768151137886508,,VIVIENDA/HABITAT,336835,Finalizada,VIVIENDA NUEVA,,Rivadavia,,100,3143,70.Finalizado,Instituto Provincial de la Vivienda,,,,,,,01/07/2019,31/07/2019,1,,,,,BALLATO CONSTRUCCIONES - COPISA S.R.L. - TECNO CONSTRUCCIONES S.R.L.  U.T.E.,1899,,,,,
2019,Obra 184 B° UTA - 65 VIV. - DPTO. CAUCETE - CONEXIÓN DOMICILIARIA DE GAS Y TRÁMITE FINAL,-30.98834354663465727548605418,-67.984639343777045040705984301,,VIVIENDA/HABITAT,308019.31,Finalizada,VIVIENDA NUEVA,,Caucete,,100,3166,70.Finalizado,Instituto Provincial de la Vivienda,,,,,,,23/08/2019,17/09/2019,1,,,,,CONSTRUCCIONES SCOP  S.A,2019,,,,,
2019,Obra 150 Bº SANTA MARIA - SECTOR 4 - CONJUNTO 4 - 106 VIVIENDAS - DPTO. CHIMBAS - ADICIONAL GAS,-29.912481833845493161502653601,-68.978753024443124122039348872,,VIVIENDA/HABITAT,306981.3,Finalizada,MEJORAMIENTO DE VIVIENDAS,,Chimbas,,100,3155,70.Finalizado,Instituto Provincial de la Vivienda,,,,,,,23/05/2019,31/05/2019,0,,,,,SIGMA  S.A,2017,,,,,
2019,Obra 159 Bº RIVADAVIA - CONJUNTO 6 - REPARACION DE 1 (UNA) VIVIENDA,-31.685826944809755152598875618,-68.003431996378022585323998757,,VIVIENDA/HABITAT,283335.4,Finalizada,MEJORAMIENTO DE VIVIENDAS,,Rivadavia,,100,3117,70.Finalizado,Instituto Provincial de la Vivienda,,,,,,,01/06/2019,30/06/2019,1,,,,,ASFA  S.R.L.,2019,,,,,
2019,Obra 179 B° SUTIAGA-69 VIV.-DPTO RIVADAVIA- ADICIONAL TRÁMITE FINAL Y CONEXIÓN DOMICILIARIA DE GAS,-31.416612088673505592480677828,-68.505462636168600256410912268,,VIVIENDA/HABITAT,230048.83,Finalizada,VIVIENDA NUEVA,,Rivadavia,,100,3187,70.Finalizado,Instituto Provincial de la Vivienda,,,,,,,01/08/2019,31/08/2019,1,,,,,ING. JULIO NACUSI CONSTRUCCIONES  S.R.L.,2016,,,,,
2019,Obra 198 B° SAN MARTÍN - 71 VIV. - DPTO SAN MARTÍN - ADICIONAL REVOQUE,-29.729435119394240212246598159,-68.461663884304331653691251233,,VIVIENDA/HABITAT,229719.1,Finalizada,MEJORAMIENTO DE VIVIENDAS,,San Martin,,100,3246,70.Finalizado,Instituto Provincial de la Vivienda,,,,,,,01/10/2019,31/10/2019,1,,,,,CONSTRUCCIONES ANDINA  S.R.L.,2016,,,,,
2019,Obra 128 Bº CAPITAL - CONJUNTO 2 - 33 VIV. - ADICONAL MODIFICACION PROFUNDIDAD DE CIMIENTOS,-30.866809545299868273609654871,-67.544813055357115699814969834,,VIVIENDA/HABITAT,227392.2,Finalizada,VIVIENDA NUEVA,,Concepción,,100,3132,70.Finalizado,Instituto Provincial de la Vivienda,,,,,,,01/03/2019,29/03/2019,1,,,,,PERFIL  S.R.L.,2017,,,,,
2019,Obra 129 Bº CAPITAL - CONJUNTO 3 - 33 VIV - DPTO. CAPITAL - ADICIONAL MODIFICACION PROFUNDIDAD DE CIMIENTOS,-30.375183092447596990764348693,-67.502065056385686029513115437,,VIVIENDA/HABITAT,227392.2,Finalizada,VIVIENDA NUEVA,,Concepción,,100,3133,70.Finalizado,Instituto Provincial de la Vivienda,,,,,,,01/03/2019,29/03/2019,1,,,,,PERFIL  S.R.L.,1899,,,,,
2019,Obra 146 B° CAPITAL-CONJUNTO 2-33 DEPARTAMENTOS-DPTO CAPITAL-ADICIONAL MURO DE CONTENCIÓN,-30.211286481847245004614805901,-67.769250780618431909526416712,,VIVIENDA/HABITAT,202310.8,Finalizada,MEJORAMIENTO DE VIVIENDAS,,Capital,,100,3147,70.Finalizado,Instituto Provincial de la Vivienda,,,,,,,01/04/2019,30/04/2019,1,,,,,PERFIL  S.R.L.,2018,,,,,
2019,Obra 206 B° RIVADAVIA - CONJUNTO 7 - 110 VIV. - DPTO RIVADAVIA - ADICIONAL TRÁMITE E INSPECCIÓN FINAL DE GAS,-31.589779894576924870821234734,-68.603960406834875828849396656,,VIVIENDA/HABITAT,182234.67,Finalizada,OBRAS D EINFRAESTRUCTURA Y COMPLEMENTARIAS,,Rivadavia,,100,3128,70.Finalizado,Instituto Provincial de la Vivienda,,,,,,,23/08/2019,29/08/2019,0,,,,,CICON  S.R.L.,2015,,,,,
2019,Obra 173 B° SAN JOSÉ - 65 VIV. - ADICIONAL TRÁMITES PARA SUMINISTRO DE GAS,-30.140783516739768902537267966,-68.12145206299956897590143783,,VIVIENDA/HABITAT,159294.2,Finalizada,VIVIENDA NUEVA,,Rawson,,100,3190,70.Finalizado,Instituto Provincial de la Vivienda,,,,,,,01/08/2019,31/08/2019,1,,,,,SIGMA  S.A,2016,,,,,
2019,Obra 141 B° CAPITAL-CONJUNTO 3-33 DPTOS-DPTO CAPITAL- ADICIONAL MURO DE CONTENCIÓN,-30.299992821412112273045978509,-68.865544540931134233404860943,,VIVIENDA/HABITAT,138311.08,Finalizada,MEJORAMIENTO DE VIVIENDAS,,Capital,,100,3148,70.Finalizado,Instituto Provincial de la Vivienda,,,,,,,01/04/2019,30/04/2019,1,,,,,PERFIL  S.R.L.,2018,,,,,
2019,Obra 225 Reemplazo y agregado de luminarias en Calle Salta Dpto. Chimbas,-29.681493580732563991509164529,-69.446225252611593322769407521,,ENERGIA,136615.51,Finalizada,TRANSPORTE ELECTRICO,,Chimbas,,100,3285,70.Finalizado,Dirección de Recursos Energéticos,,,,,,,27/11/2019,12/12/2019,1,,,,,OJEDA ESTEYBAR E HIJOS  S.R.L.,2019,,,,,
2019,Obra 227 B° SAN MARTÍN - 71 VIV. - DPTO. SAN MARTÍN - ADICIONAL RED DE DRENAJE,-30.251229865427100770491778676,-68.583004562341969120270237193,,VIVIENDA/HABITAT,107363.34,Finalizada,OBRAS D EINFRAESTRUCTURA Y COMPLEMENTARIAS,,San Martin,,100,3268,70.Finalizado,Instituto Provincial de la Vivienda,,,,,,,06/11/2019,06/12/2019,1,,,,,CONSTRUCCIONES ANDINA  S.R.L.,2016,,,,,
2019,Obra 152 B° CAPITAL- CONJUNTO 1 - 42 DEPARTAMENTOS - DPTO. CAPITAL- ADICCIONAL REGULADORES DE GAS,-31.182027624555798260601516278,-68.327239877545015681893622497,,VIVIENDA/HABITAT,88335.67,Finalizada,MEJORAMIENTO DE VIVIENDAS,,Capital,,100,3156,70.Finalizado,Instituto Provincial de la Vivienda,,,,,,,01/09/2019,30/09/2019,1,,,,,SENDA  S.R.L.,2016,,,,,
2019,Obra 133 CONJUNTO 2 - Bº SANTA MARIA - SECTOR 2 - 101 VIV. - ADICIONAL CALLES,-31.10542533779167240734755522,-67.884037164306234228446507059,,VIVIENDA/HABITAT,54764.22,Finalizada,OBRAS D EINFRAESTRUCTURA Y COMPLEMENTARIAS,,Chimbas,,100,3119,70.Finalizado,Instituto Provincial de la Vivienda,,,,,,,07/03/2019,06/04/2019,1,,,,,VALDIVIESO Y DEBANDI  S.R.L.,2017,,,,,
2019,Obra 187 B° LA QUEBRADA - REPARACIÓN 1 VIVIENDA - DPTO RAWSON - ADICIONAL SERVICIO DE RED DE AGUA,-31.828681039037958403116287223,-68.373519843507247666402806549,,VIVIENDA/HABITAT,28787.05,Finalizada,OBRAS D EINFRAESTRUCTURA Y COMPLEMENTARIAS,,Rawson,,100,3239,70.Finalizado,Instituto Provincial de la Vivienda,,,,,,,19/09/2019,18/11/2019,2,,,,,ASFA  S.R.L.,2019,,,,,
2019,Obra 134 CONJUNTO 3 - Bº SANTA MARIA - SECTOR 3 - 107 VIV. - ADICIONAL CALLES,-29.722709385384467838654304472,-68.749318900635226732508163106,,VIVIENDA/HABITAT,-679432.54,En ejecución,OBRAS D EINFRAESTRUCTURA Y COMPLEMENTARIAS,,Chimbas,,0,3135,40.En Ejecución,Instituto Provincial de la Vivienda,,,,,,,02/05/2019,01/06/2019,1,,,,,SENDA  S.R.L.,2017,,,,,
2018,Obra 33 CONSTRUCCION DE VELODROMO CUBIERTO DE SAN JUAN,-31.449268961511895453250684041,-68.633012398900157297785236144,,ARQUITECTURA,1678442111.38,En ejecución,INRAESTRUCTURA RECREATIVA Y CULTURAL,,Pocito,,34.2,2855,40.En Ejecución,Dirección de Arquitectura,,,,,,,15/06/2018,26/11/2021,42,,,,,PETERSEN. THIELE Y CRUZ S.A.C.Y M.- MAPAL S.A.C.I.A- CINTER S.R.L.- INDUSTRIAS METALURGICA JAIME S.R.L  U.T.E.,2017,,,,,
2018,Obra 53 BARRIO STOTAC - 385 VIVIENDAS - DPTO. RAWSON,-30.045921958490647953649379398,-68.915060644033857589258858669,,VIVIENDA/HABITAT,432222980.02,En ejecución,VIVIENDA NUEVA,,Rawson,,38.07,2893,40.En Ejecución,Instituto Provincial de la Vivienda,,,,,,,17/09/2018,05/03/2021,30,,,,,PETERSEN THIELE Y CRUZ SACM  S.A,2017,,,,,
2018,Obra 72 PREDIO FERIAL,-29.794682137409557079024141191,-69.211616276657392359323192185,,ARQUITECTURA,396754323.23,Finalizada,INRAESTRUCTURA RECREATIVA Y CULTURAL,,Chimbas,,100,2935,70.Finalizado,Dirección de Arquitectura,,,,,,,03/09/2018,11/01/2020,17,,,,,VALDIVIESO Y DEBANDI S.R.L.- TERUSI CONSTRUCCIONES S.A.  U.T.E.,2018,,,,,
2018,Obra 80 OBRAS BÁSICAS Y PAVIMENTACIÓN RUTA PROVINCIAL Nº54 (CAMINO A MATAGUSANOS),-29.609931209707392493843499503,-69.539649026019076364520261666,,Arquitectura,385939194.97,En ejecución,Arquitectura,,Ullum,,28.51,2953,40.En Ejecución,Dirección Provincial de Vialidad,,,,,,,17/12/2018,06/12/2020,24,,,,,FEDERICO HNOS  S.A,2018,,,,,
2018,Obra 52 TERMINACIÓN MUSEO DE CIENCIAS NATURALES,-30.532576243571518823226404156,-68.396960799710756129942432555,,ARQUITECTURA,222507080.77,En ejecución,INRAESTRUCTURA RECREATIVA Y CULTURAL,,Capital,,50.01,2899,40.En Ejecución,Dirección de Arquitectura,,,,,,,16/07/2018,02/11/2020,28,,,,,PANACAN  S.R.L.,2018,,,,,
2018,Obra 30 ESTADIO DEPORTIVO U.P.C.N.- SAN JUAN VOLEY,-31.413335637737876994342620175,-68.491327599215169983713830986,,ARQUITECTURA,152773390.8,En ejecución,INRAESTRUCTURA RECREATIVA Y CULTURAL,,Rawson,,44.55,2846,40.En Ejecución,Dirección de Arquitectura,,,,,,,15/05/2018,04/05/2020,24,,,,,ASFA  S.R.L.,2017,,,,,
2018,Obra 44 NUEVO HOSPITAL SANTA ROSA,-31.082642715664640259886425052,-69.536128035366719036849923593,,ARQUITECTURA,151928156.51,En ejecución,EDIFICIOS PARA LA SALUD,,25 de Mayo,,78.66,2849,40.En Ejecución,Dirección de Arquitectura,,,,,,,11/06/2018,29/08/2020,27,,,,,BILBAO CONSTRUCCIONES  S.R.L.,2017,,,,,
